locationId,locationName,facilityId,facilityName,facilityType,distanceKm
loc_0,Mumbai,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,17.87
loc_0,Mumbai,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,19.44
loc_0,Mumbai,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,63.89
loc_0,Mumbai,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,76.1
loc_0,Mumbai,port_00,Mumbai Port,port,16.09
loc_0,Mumbai,port_01,Jawaharlal Nehru Port (JNPT),port,15.39
loc_5,Chennai,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,2.34
loc_5,Chennai,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,10.71
loc_5,Chennai,port_05,Chennai Port,port,1.66
loc_5,Chennai,port_11,Kamarajar Port,port,18.18
loc_11,Navi Mumbai,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,23.46
loc_11,Navi Mumbai,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,15.71
loc_11,Navi Mumbai,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,60.37
loc_11,Navi Mumbai,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,84.75
loc_11,Navi Mumbai,port_00,Mumbai Port,port,21.26
loc_11,Navi Mumbai,port_01,Jawaharlal Nehru Port (JNPT),port,11.88
loc_16,Thāne,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,33.85
loc_16,Thāne,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,31.95
loc_16,Thāne,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,77.59
loc_16,Thāne,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,66.3
loc_16,Thāne,port_00,Mumbai Port,port,31.91
loc_16,Thāne,port_01,Jawaharlal Nehru Port (JNPT),port,27.51
loc_19,Rasapūdipalem,fh_01,Development of Pudimadaka Fishing Harbour,fishing_harbour,46.24
loc_19,Rasapūdipalem,fh_04,Modernization and up-gradation of Vishakapatnam Fishing Harbour,fishing_harbour,5.54
loc_19,Rasapūdipalem,port_06,Visakhapatnam Port,port,5.21
loc_33,Kalyān,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,48.23
loc_33,Kalyān,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,41.92
loc_33,Kalyān,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,85.48
loc_33,Kalyān,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,72.14
loc_33,Kalyān,port_00,Mumbai Port,port,46.06
loc_33,Kalyān,port_01,Jawaharlal Nehru Port (JNPT),port,38.03
loc_34,Dombivali,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,42.39
loc_34,Dombivali,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,36.87
loc_34,Dombivali,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,81.31
loc_34,Dombivali,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,71.03
loc_34,Dombivali,port_00,Mumbai Port,port,40.24
loc_34,Dombivali,port_01,Jawaharlal Nehru Port (JNPT),port,32.8
loc_36,Virār,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,59.62
loc_36,Virār,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,62.42
loc_36,Virār,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,33.44
loc_36,Virār,port_00,Mumbai Port,port,58.35
loc_36,Virār,port_01,Jawaharlal Nehru Port (JNPT),port,58.11
loc_48,Visakhapatnam,fh_01,Development of Pudimadaka Fishing Harbour,fishing_harbour,32.99
loc_48,Visakhapatnam,fh_04,Modernization and up-gradation of Vishakapatnam Fishing Harbour,fishing_harbour,9.43
loc_48,Visakhapatnam,port_06,Visakhapatnam Port,port,9.01
loc_66,Bhiwandi,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,48.64
loc_66,Bhiwandi,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,44.87
loc_66,Bhiwandi,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,90.01
loc_66,Bhiwandi,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,62.13
loc_66,Bhiwandi,port_00,Mumbai Port,port,46.6
loc_66,Bhiwandi,port_01,Jawaharlal Nehru Port (JNPT),port,40.59
loc_69,Kanayannur,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,4.09
loc_69,Kanayannur,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,96.62
loc_69,Kanayannur,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,91.14
loc_69,Kanayannur,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,55.25
loc_69,Kanayannur,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,96.62
loc_69,Kanayannur,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,31.8
loc_69,Kanayannur,port_02,Cochin Port,port,0.61
loc_70,Bhayandar,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,42.49
loc_70,Bhayandar,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,44.76
loc_70,Bhayandar,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,89.52
loc_70,Bhayandar,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,50.9
loc_70,Bhayandar,port_00,Mumbai Port,port,41.07
loc_70,Bhayandar,port_01,Jawaharlal Nehru Port (JNPT),port,40.45
loc_72,Thiruvananthapuram,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,22.55
loc_72,Thiruvananthapuram,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,91.65
loc_72,Thiruvananthapuram,fh_54,Maintenance Dredging of Colachel Fishing Harbour,fishing_harbour,47.42
loc_72,Thiruvananthapuram,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,31.78
loc_77,Dhārāvi,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,14.96
loc_77,Dhārāvi,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,17.86
loc_77,Dhārāvi,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,61.52
loc_77,Dhārāvi,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,78.11
loc_77,Dhārāvi,port_00,Mumbai Port,port,13.27
loc_77,Dhārāvi,port_01,Jawaharlal Nehru Port (JNPT),port,14.16
loc_80,Puducherry,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,3.91
loc_80,Puducherry,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,0.42
loc_80,Puducherry,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,64.93
loc_80,Puducherry,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,24.96
loc_80,Puducherry,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,14.03
loc_84,Kochi,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,1.53
loc_84,Kochi,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,99.12
loc_84,Kochi,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,88.49
loc_84,Kochi,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,57.71
loc_84,Kochi,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,99.12
loc_84,Kochi,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,29.13
loc_84,Kochi,port_02,Cochin Port,port,2.59
loc_87,Borivli,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,35.16
loc_87,Borivli,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,37.36
loc_87,Borivli,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,82.06
loc_87,Borivli,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,58.18
loc_87,Borivli,port_00,Mumbai Port,port,33.69
loc_87,Borivli,port_01,Jawaharlal Nehru Port (JNPT),port,33.07
loc_90,Jamnagar,port_12,Deendayal Port,port,57.46
loc_90,Jamnagar,port_13,Mundra Port,port,46.35
loc_94,Kozhikode,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,55.6
loc_94,Kozhikode,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,9.14
loc_94,Kozhikode,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,23.08
loc_94,Kozhikode,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,97.0
loc_94,Kozhikode,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,55.6
loc_94,Kozhikode,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,9.26
loc_94,Kozhikode,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,9.14
loc_96,Nellore,fh_05,Juvvaladinne Fishing Harbour,fishing_harbour,39.51
loc_102,Ulhasnagar,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,47.11
loc_102,Ulhasnagar,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,40.06
loc_102,Ulhasnagar,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,82.98
loc_102,Ulhasnagar,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,75.4
loc_102,Ulhasnagar,port_00,Mumbai Port,port,44.91
loc_102,Ulhasnagar,port_01,Jawaharlal Nehru Port (JNPT),port,36.35
loc_109,Mangaluru,fh_17,Modernisation and Upgradation of Mangalore Fishing Harbour,fishing_harbour,4.35
loc_109,Mangaluru,fh_18,Modernisation of Malpe Fishing Harbour,fishing_harbour,51.0
loc_109,Mangaluru,fh_19,Modernisation of Gangoli Fishing Harbour,fishing_harbour,83.68
loc_109,Mangaluru,fh_22,Kulai Fishing Harbour,fishing_harbour,7.71
loc_109,Mangaluru,fh_23,Hejmadi Kodi Fishing Harbour,fishing_harbour,21.93
loc_109,Mangaluru,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,48.62
loc_109,Mangaluru,port_03,New Mangalore Port,port,4.71
loc_117,Ambattur,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,15.03
loc_117,Ambattur,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,19.92
loc_117,Ambattur,port_05,Chennai Port,port,14.36
loc_117,Ambattur,port_11,Kamarajar Port,port,24.94
loc_130,Thoothukudi,fh_62,Extension of T-Jetty at Tharuvaikulam,fishing_harbour,5.89
loc_130,Thoothukudi,port_10,V.O. Chidambaranar Port,port,6.18
loc_134,Kākināda,fh_01,Development of Pudimadaka Fishing Harbour,fishing_harbour,96.88
loc_134,Kākināda,fh_06,"Construction of Fishing Harbour, Uppada",fishing_harbour,17.16
loc_141,Kollam,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,37.92
loc_141,Kollam,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,34.51
loc_141,Kollam,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,93.86
loc_141,Kollam,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,91.28
loc_144,Brahmapur,fh_02,Development of Budugatlapalem Fishing Harbour,fishing_harbour,91.81
loc_148,Avadi,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,20.78
loc_148,Avadi,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,24.62
loc_148,Avadi,port_05,Chennai Port,port,20.16
loc_148,Avadi,port_11,Kamarajar Port,port,28.55
loc_160,Thrissur,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,65.5
loc_160,Thrissur,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,42.13
loc_160,Thrissur,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,20.22
loc_160,Thrissur,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,42.13
loc_160,Thrissur,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,85.15
loc_160,Thrissur,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,92.91
loc_160,Thrissur,port_02,Cochin Port,port,61.76
loc_169,Gundupālaiyam,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,4.92
loc_169,Gundupālaiyam,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,3.19
loc_169,Gundupālaiyam,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,65.84
loc_169,Gundupālaiyam,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,25.01
loc_169,Gundupālaiyam,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,14.74
loc_204,Gajuwaka,fh_01,Development of Pudimadaka Fishing Harbour,fishing_harbour,35.64
loc_204,Gajuwaka,fh_04,Modernization and up-gradation of Vishakapatnam Fishing Harbour,fishing_harbour,7.85
loc_204,Gajuwaka,port_06,Visakhapatnam Port,port,7.22
loc_206,Ambarnath,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,47.13
loc_206,Ambarnath,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,39.48
loc_206,Ambarnath,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,81.72
loc_206,Ambarnath,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,77.95
loc_206,Ambarnath,port_00,Mumbai Port,port,44.92
loc_206,Ambarnath,port_01,Jawaharlal Nehru Port (JNPT),port,35.93
loc_210,Tiruvottiyūr,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,7.59
loc_210,Tiruvottiyūr,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,3.32
loc_210,Tiruvottiyūr,port_05,Chennai Port,port,8.24
loc_210,Tiruvottiyūr,port_11,Kamarajar Port,port,9.99
loc_211,Gāndhīdhām,port_12,Deendayal Port,port,15.41
loc_211,Gāndhīdhām,port_13,Mundra Port,port,57.01
loc_217,Alappuzha,fh_24,"Modernization and up-gradation of Cochin Fishing Harbour at Thoppumpady, Cochin",fishing_harbour,49.31
loc_217,Alappuzha,fh_30,Maintenance dredging of existing harbor in Kayamkulam,fishing_harbour,39.39
loc_217,Alappuzha,fh_35,Development of Arthungal Fishing Harbor (Balance work),fishing_harbour,22.28
loc_217,Alappuzha,port_02,Cochin Port,port,53.07
loc_221,Uluberiya,fh_63,Modernisation and upgradation of existing fishing harbour at Petuaghat,fishing_harbour,80.29
loc_221,Uluberiya,fh_66,Modernisation and upgradation of existing fishing harbour at Kakdwip,fishing_harbour,66.75
loc_221,Uluberiya,port_08,Kolkata Port,port,23.76
loc_221,Uluberiya,port_09,Syama Prasad Mookerjee Port Haldia,port,49.71
loc_225,Pallāvaram,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,21.15
loc_225,Pallāvaram,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,29.73
loc_225,Pallāvaram,port_05,Chennai Port,port,20.22
loc_225,Pallāvaram,port_11,Kamarajar Port,port,36.57
loc_229,Vizianagaram,fh_01,Development of Pudimadaka Fishing Harbour,fishing_harbour,84.25
loc_229,Vizianagaram,fh_04,Modernization and up-gradation of Vishakapatnam Fishing Harbour,fishing_harbour,49.18
loc_229,Vizianagaram,port_06,Visakhapatnam Port,port,48.58
loc_233,Nāgercoil,fh_25,Expansion of Muthalapozhy Fishing Harbour,fishing_harbour,85.67
loc_233,Nāgercoil,fh_54,Maintenance Dredging of Colachel Fishing Harbour,fishing_harbour,20.06
loc_233,Nāgercoil,fh_61,Expansion and Modernization of Thengapattinam Fishing,fishing_harbour,33.03
loc_252,Ongole,fh_03,Development of Kothapatnam Fishing Harbour,fishing_harbour,17.12
loc_252,Ongole,fh_05,Juvvaladinne Fishing Harbour,fishing_harbour,78.24
loc_252,Ongole,fh_07,"Construction of Fishing Harbour, Vodarevu",fishing_harbour,14.4
loc_252,Ongole,fh_09,"Construction of Fishing Harbour, Nizampattinam",fishing_harbour,78.38
loc_259,Puri,fh_48,Development of Stage-II Fishing Harbour at Nuagarh (Astranga),fishing_harbour,56.55
loc_268,Panvel,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,30.44
loc_268,Panvel,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,18.98
loc_268,Panvel,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,57.56
loc_268,Panvel,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,93.96
loc_268,Panvel,port_00,Mumbai Port,port,28.42
loc_268,Panvel,port_01,Jawaharlal Nehru Port (JNPT),port,17.38
loc_271,Machilīpatnam,fh_08,"Construction of Fishing Harbour, Machilipattinam",fishing_harbour,1.26
loc_271,Machilīpatnam,fh_09,"Construction of Fishing Harbour, Nizampattinam",fishing_harbour,61.25
loc_293,Neyveli,fh_45,Development of Smart and Integrated Fishing Harbour at Karaikal,fishing_harbour,85.12
loc_293,Neyveli,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,47.61
loc_293,Neyveli,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,50.71
loc_293,Neyveli,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,46.96
loc_293,Neyveli,fh_55,Construction of Fishing harbour at Tharangampadi,fishing_harbour,74.85
loc_293,Neyveli,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,30.96
loc_293,Neyveli,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,64.21
loc_300,Tambaram,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,26.25
loc_300,Tambaram,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,35.04
loc_300,Tambaram,port_05,Chennai Port,port,25.32
loc_300,Tambaram,port_11,Kamarajar Port,port,41.97
loc_303,Badlapur,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,52.72
loc_303,Badlapur,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,42.93
loc_303,Badlapur,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,80.96
loc_303,Badlapur,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,88.63
loc_303,Badlapur,port_00,Mumbai Port,port,50.53
loc_303,Badlapur,port_01,Jawaharlal Nehru Port (JNPT),port,40.25
loc_304,Cuddalore,fh_45,Development of Smart and Integrated Fishing Harbour at Karaikal,fishing_harbour,93.32
loc_304,Cuddalore,fh_49,Construction of Fishing Harbour at Thengaithittu,fishing_harbour,17.0
loc_304,Cuddalore,fh_50,Upgradation of Puducherry Fishing Harbour,fishing_harbour,20.51
loc_304,Cuddalore,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,45.86
loc_304,Cuddalore,fh_55,Construction of Fishing harbour at Tharangampadi,fishing_harbour,81.25
loc_304,Cuddalore,fh_57,Development of existing Fishing Harbour at Mudhunagar,fishing_harbour,4.09
loc_304,Cuddalore,fh_59,Construction of Fishing harbour at Azhagankuppam,fishing_harbour,34.91
loc_308,Verāval,fh_11,3rd Stage of Mangarol Fishing Harbour,fishing_harbour,72.77
loc_308,Verāval,fh_13,Development of Fishery harbour at Madhwad,fishing_harbour,14.01
loc_308,Verāval,fh_14,Development of Fishery Harbour at Veraval – Phase 2,fishing_harbour,0.88
loc_308,Verāval,fh_16,Development of Fishery Harbour at Sutrapada,fishing_harbour,14.51
loc_308,Verāval,fh_46,Development of Smart and Integrated Fishing Harbour at Vanakbara,fishing_harbour,68.3
loc_311,Haldia,fh_63,Modernisation and upgradation of existing fishing harbour at Petuaghat,fishing_harbour,38.55
loc_311,Haldia,fh_64,Modernisation and upgradation of existing fishing harbour at Shankarpur,fishing_harbour,70.94
loc_311,Haldia,fh_65,Modernisation and upgradation of existing fishing harbour at Frasergunj,fishing_harbour,57.77
loc_311,Haldia,fh_66,Modernisation and upgradation of existing fishing harbour at Kakdwip,fishing_harbour,21.33
loc_311,Haldia,port_08,Kolkata Port,port,59.27
loc_311,Haldia,port_09,Syama Prasad Mookerjee Port Haldia,port,6.15
loc_323,Udupi,fh_17,Modernisation and Upgradation of Mangalore Fishing Harbour,fishing_harbour,48.99
loc_323,Udupi,fh_18,Modernisation of Malpe Fishing Harbour,fishing_harbour,5.28
loc_323,Udupi,fh_19,Modernisation of Gangoli Fishing Harbour,fishing_harbour,35.79
loc_323,Udupi,fh_22,Kulai Fishing Harbour,fishing_harbour,42.07
loc_323,Udupi,fh_23,Hejmadi Kodi Fishing Harbour,fishing_harbour,26.35
loc_323,Udupi,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,96.5
loc_323,Udupi,port_03,New Mangalore Port,port,45.73
loc_326,Alandur,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,14.07
loc_326,Alandur,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,22.96
loc_326,Alandur,port_05,Chennai Port,port,13.14
loc_326,Alandur,port_11,Kamarajar Port,port,30.13
loc_328,Vapi,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,75.13
loc_354,Porbandar,fh_11,3rd Stage of Mangarol Fishing Harbour,fishing_harbour,54.53
loc_354,Porbandar,fh_12,Development of Fishery Harbour at Navabandar,fishing_harbour,15.84
loc_354,Porbandar,fh_15,Development of Fishery Harbour Porbandar – Phase 2,fishing_harbour,0.25
loc_367,Bhimavaram,fh_08,"Construction of Fishing Harbour, Machilipattinam",fishing_harbour,58.05
loc_376,Balasore,fh_51,Chandipur Fishing Harbour,fishing_harbour,9.3
loc_376,Balasore,fh_64,Modernisation and upgradation of existing fishing harbour at Shankarpur,fishing_harbour,67.41
loc_391,Srikakulam,fh_04,Modernization and up-gradation of Vishakapatnam Fishing Harbour,fishing_harbour,93.34
loc_391,Srikakulam,port_06,Visakhapatnam Port,port,93.16
loc_391,Srikakulam,fh_02,Development of Budugatlapalem Fishing Harbour,fishing_harbour,56.19
loc_426,Kanhangad,fh_17,Modernisation and Upgradation of Mangalore Fishing Harbour,fishing_harbour,72.78
loc_426,Kanhangad,fh_22,Kulai Fishing Harbour,fishing_harbour,79.74
loc_426,Kanhangad,fh_23,Hejmadi Kodi Fishing Harbour,fishing_harbour,94.9
loc_426,Kanhangad,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,24.79
loc_426,Kanhangad,port_03,New Mangalore Port,port,75.95
loc_447,Madhavaram,fh_53,Modernization and up-gradation of Chennai Fishing Harbour,fishing_harbour,9.85
loc_447,Madhavaram,fh_56,Construction of Fishing harbour at ThiruvottriyurKuppam,fishing_harbour,10.95
loc_447,Madhavaram,port_05,Chennai Port,port,9.75
loc_447,Madhavaram,port_11,Kamarajar Port,port,15.57
loc_454,Gudivāda,fh_08,"Construction of Fishing Harbour, Machilipattinam",fishing_harbour,31.83
loc_454,Gudivāda,fh_09,"Construction of Fishing Harbour, Nizampattinam",fishing_harbour,70.05
loc_481,Port Blair,port_14,Port Blair Port,port,0.41
loc_502,Ponnāni,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,0.62
loc_502,Ponnāni,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,64.73
loc_502,Ponnāni,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,78.77
loc_502,Ponnāni,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,41.3
loc_502,Ponnāni,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,0.62
loc_502,Ponnāni,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,46.55
loc_502,Ponnāni,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,64.73
loc_502,Ponnāni,port_02,Cochin Port,port,96.7
loc_520,Nagapattinam,fh_45,Development of Smart and Integrated Fishing Harbour at Karaikal,fishing_harbour,17.38
loc_520,Nagapattinam,fh_52,Up-gradation of Pazhayar Fishing Harbour,fishing_harbour,65.19
loc_520,Nagapattinam,fh_55,Construction of Fishing harbour at Tharangampadi,fishing_harbour,29.61
loc_520,Nagapattinam,fh_58,Development of Fishing Harbour at Arcottuthurai,fishing_harbour,24.84
loc_520,Nagapattinam,fh_60,Development of Fishing Harbour at Vellapallam,fishing_harbour,22.36
loc_522,Mormugao,fh_20,Maintenance Dredging at Amadalli Fishing Harbour,fishing_harbour,94.28
loc_522,Mormugao,fh_39,Anandwadi (Fishing Harbour),fishing_harbour,83.23
loc_522,Mormugao,port_04,Mormugao Port,port,2.51
loc_528,Malappuram,fh_27,Upgradation and modernization of Harbour in Ponnani,fishing_harbour,34.47
loc_528,Malappuram,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,48.41
loc_528,Malappuram,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,60.75
loc_528,Malappuram,fh_31,Maintenance dredging of existing harbor in Chettuva,fishing_harbour,69.2
loc_528,Malappuram,fh_32,Maintenance dredging of existing harbor in Ponnani,fishing_harbour,34.47
loc_528,Malappuram,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,32.87
loc_528,Malappuram,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,48.41
loc_532,Vasco da Gama,fh_20,Maintenance Dredging at Amadalli Fishing Harbour,fishing_harbour,94.87
loc_532,Vasco da Gama,fh_39,Anandwadi (Fishing Harbour),fishing_harbour,82.6
loc_532,Vasco da Gama,port_04,Mormugao Port,port,1.93
loc_536,Airoli,fh_37,Modernisation of Sassoon Dock Fishing Harbour,fishing_harbour,31.06
loc_536,Airoli,fh_38,Karanja Fishing Harbour (Revised),fishing_harbour,27.23
loc_536,Airoli,fh_40,Construction of Fisheries Fishing Harbour at Jeevana,fishing_harbour,72.72
loc_536,Airoli,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,72.42
loc_536,Airoli,port_00,Mumbai Port,port,28.97
loc_536,Airoli,port_01,Jawaharlal Nehru Port (JNPT),port,22.87
loc_544,Mahuva,fh_46,Development of Smart and Integrated Fishing Harbour at Vanakbara,fishing_harbour,91.3
loc_545,Silvassa,fh_44,Development of Fishing Harbour at Satpati,fishing_harbour,68.94
loc_555,Tellicherry,fh_26,Expansion of Kasaragod Fishing Harbour,fishing_harbour,99.9
loc_555,Tellicherry,fh_28,Upgradation and modernization of Harbour in Puthiyappa,fishing_harbour,54.69
loc_555,Tellicherry,fh_29,Upgradation and modernization of Harbour in Koyilandy,fishing_harbour,41.02
loc_555,Tellicherry,fh_33,Maintenance dredging of existing harbor in Beypore,fishing_harbour,72.98
loc_555,Tellicherry,fh_34,Maintenance dredging of existing harbor in Puthiyappa,fishing_harbour,54.69
loc_581,Chīrāla,fh_03,Development of Kothapatnam Fishing Harbour,fishing_harbour,46.08
loc_581,Chīrāla,fh_07,"Construction of Fishing Harbour, Vodarevu",fishing_harbour,36.16
loc_581,Chīrāla,fh_08,"Construction of Fishing Harbour, Machilipattinam",fishing_harbour,92.09
loc_581,Chīrāla,fh_09,"Construction of Fishing Harbour, Nizampattinam",fishing_harbour,32.96
loc_595,Kāvali,fh_03,Development of Kothapatnam Fishing Harbour,fishing_harbour,61.9
